"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-12",,,"62",",,7","49",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-13",,,"68",",,7","42",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-14",,,"71",",,7","52",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-15",,,"76",",,7","55",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-16",,,"75",",,7","51",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-17",,,"73",",,7","45",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-18",,,"74",",,7","49",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-19",,,"71",",,7","49",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-20",,,"71",",,7","46",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-21",,,"69",",,7","48",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-22",,,"67",",,7","50",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-23",,,"60",",,7","47",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-24",,,"65",",,7","47",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-25",,,"63",",,7","46",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-26",,,"67",",,7","44",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-27",,,"66",",,7","45",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-28",,,"62",",,7","46",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-29",,,"57",",,7","45",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-30",,,"63",",,7","46",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-03-31",,,"67",",,7","47",",,7"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-01",,,"74",",,H","46",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-02",,,"73",",,H","50",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-03",,,"72",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-04",,,"62",",,H","41",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-05",,,"58",",,H","37",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-06",,,"62",",,H","39",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-07",,,"64",",,H","40",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-08",,,"74",",,H","43",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-09",,,"77",",,H","50",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-10",,,"79",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-11",,,"81",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-12",,,"80",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-13",,,"58",",,H","43",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-14",,,"62",",,H","43",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-15",,,"69",",,H","45",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-16",,,"77",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-17",,,"77",",,H","52",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-18",,,"79",",,H","50",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-19",,,"76",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-20",,,"74",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-21",,,"85",",,H","53",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-22",,,"83",",,H","54",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-23",,,"66",",,H","54",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-24",,,"67",",,H","53",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-25",,,"69",",,H","55",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-26",,,"68",",,H","52",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-27",,,"71",",,H","47",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-28",,,"73",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-04-30",,,"75",",,H","45",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-01",,,"80",",,H","45",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-02",,,"77",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-03",,,"77",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-04",,,"74",",,H","46",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-05",,,"64",",,H","41",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-06",,,"68",",,H","43",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-07",,,"76",",,H","45",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-08",,,"83",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-09",,,"87",",,H","64",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-10",,,"90",",,H","54",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-11",,,"86",",,H","63",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-12",,,"81",",,H","52",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-13",,,"75",",,H","50",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-14",,,"72",",,H","49",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-15",,,"74",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-16",,,"70",",,H","54",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-17",,,"71",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-18",,,"69",",,H","52",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-19",,,"75",",,H","50",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-20",,,"80",",,H","48",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-21",,,"86",",,H","51",",,H"
"USC00049219","VALLEJO, CA US","38.1","-122.1869","103.9","2024-05-23",,,"79",",,H","52",",,H"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-01","51",",,U","61","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-02","51",",,U","63","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-03","49",",,U","55","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-04","51",",,U","61","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-05","53",",,U","64","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-06","48",",,U","55","H,,U","42","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-07","45",",,U","54","H,,U","37","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-08","48",",,U","58","H,,U","39","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-09","49",",,U","56","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-10","47",",,U","51","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-11","46",",,U","56","H,,U","39","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-12","47",",,U","54","H,,U","40","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-13","51",",,U","56","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-14","52",",,U","60","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-15","50",",,U","60","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-16","51",",,U","58","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-17","52",",,U","61","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-18","51",",,U","60","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-19","52",",,U","58","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-20","54",",,U","58","H,,U","52","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-21","55",",,U","60","H,,U","50","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-22","55",",,U","61","H,,U","53","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-23","53",",,U","62","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-24","54",",,U","66","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-25","53",",,U","61","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-26","53",",,U","59","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-27","56",",,U","64","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-28","59",",,U","70","H,,U","53","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-29","60",",,U","75","H,,U","51","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-30","58",",,U","68","H,,U","51","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-01-31","54",",,U","58","H,,U","50","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-01","51",",,U","59","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-02","48",",,U","54","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-03","48",",,U","54","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-04","52",",,U","58","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-05","52",",,U","60","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-06","48",",,U","57","H,,U","41","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-07","47",",,U","49","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-08","46",",,U","56","H,,U","39","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-09","46",",,U","57","H,,U","39","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-10","51",",,U","63","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-11","50",",,U","63","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-12","49",",,U","64","H,,U","40","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-13","51",",,U","60","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-14","51",",,U","59","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-15","53",",,U","64","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-16","53",",,U","59","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-17","54",",,U","57","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-18","56",",,U","65","H,,U","50","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-19","56",",,U","59","H,,U","53","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-20","53",",,U","59","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-21","51",",,U","58","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-22","52",",,U","63","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-23","54",",,U","65","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-24","59",",,U","74","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-25","56",",,U","68","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-26","52",",,U","61","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-27","51",",,U","64","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-28","53",",,U","67","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-02-29","51",",,U","55","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-01","51",",,U","55","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-02","47",",,U","51","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-03","47",",,U","53","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-04","50",",,U","57","H,,U","42","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-05","53",",,U","62","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-06","51",",,U","56","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-07","51",",,U","62","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-08","54",",,U","68","H,,U","43","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-09","52",",,U","62","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-10","52",",,U","62","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-11","51",",,U","59","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-12","52",",,U","60","H,,U","46","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-13","53",",,U","64","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-14","59",",,U","69","H,,U","52","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-15","62",",,U","74","H,,U","54","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-16","59",",,U","71","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-17","56",",,U","68","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-18","56",",,U","70","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-19","55",",,U","72","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-20","55",",,U","69","H,,U","44","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-21","56",",,U","67","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-22","54",",,U","66","H,,U","48","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-23","51",",,U","58","H,,U","47","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-24","51",",,U","57","H,,U","45","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-25","51",",,U","56","H,,U","49","H,,U"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","37.475","-122.2981","196.3","2024-03-26","51",",,U","60","H,,U","46","H,,U"
